"ID","miR.alias","miR2","miRNA","miRNA.prev"
"MIMAT0000718","hsa-miR-302d;hsa-miR-302d-3p;","hsa_miR_302d;hsa_miR_302d_3p;","hsa_miR_302d_3p","hsa_miR_302d"
"MIMAT0000719","hsa-miR-367;hsa-miR-367-3p;","hsa_miR_367;hsa_miR_367_3p;","hsa_miR_367_3p","hsa_miR_367"
"MIMAT0000720","hsa-miR-368;hsa-miR-376c;hsa-miR-376c-3p;","hsa_miR_368;hsa_miR_376c;hsa_miR_376c_3p;","hsa_miR_376c_3p","hsa_miR_368"
"MIMAT0000721","hsa-miR-369;hsa-miR-369-3p;","hsa_miR_369;hsa_miR_369_3p;","hsa_miR_369_3p","hsa_miR_369"
"MIMAT0000722","hsa-miR-370;hsa-miR-370-3p;","hsa_miR_370;hsa_miR_370_3p;","hsa_miR_370_3p","hsa_miR_370"
"MIMAT0000723","hsa-miR-371;hsa-miR-371-3p;hsa-miR-371a-3p;","hsa_miR_371;hsa_miR_371_3p;hsa_miR_371a_3p;","hsa_miR_371a_3p","hsa_miR_371"
"MIMAT0000724","hsa-miR-372;hsa-miR-372-3p;","hsa_miR_372;hsa_miR_372_3p;","hsa_miR_372_3p","hsa_miR_372"
"MIMAT0000725","hsa-miR-373*;hsa-miR-373-5p;","hsa_miR_373*;hsa_miR_373_5p;","hsa_miR_373_5p","hsa_miR_373*"
"MIMAT0000726","hsa-miR-373;hsa-miR-373-3p;","hsa_miR_373;hsa_miR_373_3p;","hsa_miR_373_3p","hsa_miR_373"
"MIMAT0000727","hsa-miR-374;hsa-miR-374a;hsa-miR-374a-5p;","hsa_miR_374;hsa_miR_374a;hsa_miR_374a_5p;","hsa_miR_374a_5p","hsa_miR_374"
"MIMAT0000728","hsa-miR-375;hsa-miR-375-3p;","hsa_miR_375;hsa_miR_375_3p;","hsa_miR_375_3p","hsa_miR_375"
"MIMAT0000729","hsa-miR-376a;hsa-miR-376a-3p;","hsa_miR_376a;hsa_miR_376a_3p;","hsa_miR_376a_3p","hsa_miR_376a"
"MIMAT0000730","hsa-miR-377;hsa-miR-377-3p;","hsa_miR_377;hsa_miR_377_3p;","hsa_miR_377_3p","hsa_miR_377"
"MIMAT0000731","hsa-miR-378;hsa-miR-378*;hsa-miR-378a-5p;","hsa_miR_378;hsa_miR_378*;hsa_miR_378a_5p;","hsa_miR_378a_5p","hsa_miR_378"
"MIMAT0000732","hsa-miR-422b;hsa-miR-378;hsa-miR-378a-3p;","hsa_miR_422b;hsa_miR_378;hsa_miR_378a_3p;","hsa_miR_378a_3p","hsa_miR_422b"
"MIMAT0000733","hsa-miR-379;hsa-miR-379-5p;","hsa_miR_379;hsa_miR_379_5p;","hsa_miR_379_5p","hsa_miR_379"
"MIMAT0000734","hsa-miR-380-5p;hsa-miR-380*;hsa-miR-380-5p;","hsa_miR_380_5p;hsa_miR_380*;hsa_miR_380_5p;","hsa_miR_380_5p","hsa_miR_380_5p"
"MIMAT0000735","hsa-miR-380-3p;hsa-miR-380;hsa-miR-380-3p;","hsa_miR_380_3p;hsa_miR_380;hsa_miR_380_3p;","hsa_miR_380_3p","hsa_miR_380_3p"
"MIMAT0000736","hsa-miR-381;hsa-miR-381-3p;","hsa_miR_381;hsa_miR_381_3p;","hsa_miR_381_3p","hsa_miR_381"
"MIMAT0000737","hsa-miR-382;hsa-miR-382-5p;","hsa_miR_382;hsa_miR_382_5p;","hsa_miR_382_5p","hsa_miR_382"
"MIMAT0000738","hsa-miR-383;hsa-miR-383-5p;","hsa_miR_383;hsa_miR_383_5p;","hsa_miR_383_5p","hsa_miR_383"
"MIMAT0000750","hsa-miR-340;hsa-miR-340*;hsa-miR-340-3p;","hsa_miR_340;hsa_miR_340*;hsa_miR_340_3p;","hsa_miR_340_3p","hsa_miR_340"
"MIMAT0000751","hsa-miR-330;hsa-miR-330-3p;","hsa_miR_330;hsa_miR_330_3p;","hsa_miR_330_3p","hsa_miR_330"
"MIMAT0000752","hsa-miR-328;hsa-miR-328-3p;","hsa_miR_328;hsa_miR_328_3p;","hsa_miR_328_3p","hsa_miR_328"
"MIMAT0000753","hsa-miR-342;hsa-miR-342-3p;","hsa_miR_342;hsa_miR_342_3p;","hsa_miR_342_3p","hsa_miR_342"
"MIMAT0000754","hsa-miR-337;hsa-miR-337-3p;","hsa_miR_337;hsa_miR_337_3p;","hsa_miR_337_3p","hsa_miR_337"
"MIMAT0000755","hsa-miR-323;hsa-miR-323-3p;hsa-miR-323a-3p;","hsa_miR_323;hsa_miR_323_3p;hsa_miR_323a_3p;","hsa_miR_323a_3p","hsa_miR_323"
"MIMAT0000756","hsa-miR-326;","hsa_miR_326;","hsa_miR_326","hsa_miR_326"
"MIMAT0000757","hsa-miR-151;hsa-miR-151-3p;hsa-miR-151a-3p;","hsa_miR_151;hsa_miR_151_3p;hsa_miR_151a_3p;","hsa_miR_151a_3p","hsa_miR_151"
"MIMAT0000758","hsa-miR-135b;hsa-miR-135b-5p;","hsa_miR_135b;hsa_miR_135b_5p;","hsa_miR_135b_5p","hsa_miR_135b"
"MIMAT0000759","hsa-miR-148b;hsa-miR-148b-3p;","hsa_miR_148b;hsa_miR_148b_3p;","hsa_miR_148b_3p","hsa_miR_148b"
"MIMAT0000760","hsa-miR-331;hsa-miR-331-3p;","hsa_miR_331;hsa_miR_331_3p;","hsa_miR_331_3p","hsa_miR_331"
"MIMAT0000761","hsa-miR-324-5p;","hsa_miR_324_5p;","hsa_miR_324_5p","hsa_miR_324_5p"
"MIMAT0000762","hsa-miR-324-3p;","hsa_miR_324_3p;","hsa_miR_324_3p","hsa_miR_324_3p"
"MIMAT0000763","hsa-miR-338;hsa-miR-338-3p;","hsa_miR_338;hsa_miR_338_3p;","hsa_miR_338_3p","hsa_miR_338"
"MIMAT0000764","hsa-miR-339;hsa-miR-339-5p;","hsa_miR_339;hsa_miR_339_5p;","hsa_miR_339_5p","hsa_miR_339"
"MIMAT0000765","hsa-miR-335;hsa-miR-335-5p;","hsa_miR_335;hsa_miR_335_5p;","hsa_miR_335_5p","hsa_miR_335"
"MIMAT0000770","hsa-miR-133b;","hsa_miR_133b;","hsa_miR_133b","hsa_miR_133b"
"MIMAT0000771","hsa-miR-325;","hsa_miR_325;","hsa_miR_325","hsa_miR_325"
"MIMAT0000772","hsa-miR-345;hsa-miR-345-5p;","hsa_miR_345;hsa_miR_345_5p;","hsa_miR_345_5p","hsa_miR_345"
"MIMAT0000773","hsa-miR-346;","hsa_miR_346;","hsa_miR_346","hsa_miR_346"
"MIMAT0001075","hsa-miR-384;","hsa_miR_384;","hsa_miR_384","hsa_miR_384"
"MIMAT0001080","hsa-miR-196b;hsa-miR-196b-5p;","hsa_miR_196b;hsa_miR_196b_5p;","hsa_miR_196b_5p","hsa_miR_196b"
"MIMAT0001339","hsa-miR-422a;","hsa_miR_422a;","hsa_miR_422a","hsa_miR_422a"
"MIMAT0001340","hsa-miR-423;hsa-miR-423-3p;","hsa_miR_423;hsa_miR_423_3p;","hsa_miR_423_3p","hsa_miR_423"
"MIMAT0001341","hsa-miR-424;hsa-miR-424-5p;","hsa_miR_424;hsa_miR_424_5p;","hsa_miR_424_5p","hsa_miR_424"
"MIMAT0001343","hsa-miR-425;hsa-miR-425-3p;hsa-miR-425*;hsa-miR-425-3p;","hsa_miR_425;hsa_miR_425_3p;hsa_miR_425*;hsa_miR_425_3p;","hsa_miR_425_3p","hsa_miR_425"
"MIMAT0001412","hsa-miR-18b;hsa-miR-18b-5p;","hsa_miR_18b;hsa_miR_18b_5p;","hsa_miR_18b_5p","hsa_miR_18b"
"MIMAT0001413","hsa-miR-20b;hsa-miR-20b-5p;","hsa_miR_20b;hsa_miR_20b_5p;","hsa_miR_20b_5p","hsa_miR_20b"
"MIMAT0001532","hsa-miR-448;","hsa_miR_448;","hsa_miR_448","hsa_miR_448"
"MIMAT0001536","hsa-miR-429;","hsa_miR_429;","hsa_miR_429","hsa_miR_429"
"MIMAT0001541","hsa-miR-449;hsa-miR-449a;","hsa_miR_449;hsa_miR_449a;","hsa_miR_449a","hsa_miR_449"
"MIMAT0001545","hsa-miR-450;hsa-miR-450a;hsa-miR-450a-5p;","hsa_miR_450;hsa_miR_450a;hsa_miR_450a_5p;","hsa_miR_450a_5p","hsa_miR_450"
"MIMAT0001618","hsa-miR-191*;hsa-miR-191-3p;","hsa_miR_191*;hsa_miR_191_3p;","hsa_miR_191_3p","hsa_miR_191*"
"MIMAT0001620","hsa-miR-200a*;hsa-miR-200a-5p;","hsa_miR_200a*;hsa_miR_200a_5p;","hsa_miR_200a_5p","hsa_miR_200a*"
"MIMAT0001621","hsa-miR-369-5p;","hsa_miR_369_5p;","hsa_miR_369_5p","hsa_miR_369_5p"
"MIMAT0001625","hsa-miR-431;hsa-miR-431-5p;","hsa_miR_431;hsa_miR_431_5p;","hsa_miR_431_5p","hsa_miR_431"
"MIMAT0001627","hsa-miR-433;hsa-miR-433-3p;","hsa_miR_433;hsa_miR_433_3p;","hsa_miR_433_3p","hsa_miR_433"
"MIMAT0001629","hsa-miR-329;hsa-miR-329-3p;","hsa_miR_329;hsa_miR_329_3p;","hsa_miR_329_3p","hsa_miR_329"
"MIMAT0001630","hsa-miR-453;hsa-miR-323b-5p;","hsa_miR_453;hsa_miR_323b_5p;","hsa_miR_323b_5p","hsa_miR_453"
"MIMAT0001631","hsa-miR-451;hsa-miR-451a;","hsa_miR_451;hsa_miR_451a;","hsa_miR_451a","hsa_miR_451"
"MIMAT0001635","hsa-miR-452;hsa-miR-452-5p;","hsa_miR_452;hsa_miR_452_5p;","hsa_miR_452_5p","hsa_miR_452"
"MIMAT0001636","hsa-miR-452*;hsa-miR-452-3p;","hsa_miR_452*;hsa_miR_452_3p;","hsa_miR_452_3p","hsa_miR_452*"
"MIMAT0001638","hsa-miR-409-5p;","hsa_miR_409_5p;","hsa_miR_409_5p","hsa_miR_409_5p"
"MIMAT0001639","hsa-miR-409-3p;","hsa_miR_409_3p;","hsa_miR_409_3p","hsa_miR_409_3p"
"MIMAT0002170","hsa-miR-412;hsa-miR-412-3p;","hsa_miR_412;hsa_miR_412_3p;","hsa_miR_412_3p","hsa_miR_412"
"MIMAT0002171","hsa-miR-410;hsa-miR-410-3p;","hsa_miR_410;hsa_miR_410_3p;","hsa_miR_410_3p","hsa_miR_410"
"MIMAT0002172","hsa-miR-376b;hsa-miR-376b-3p;","hsa_miR_376b;hsa_miR_376b_3p;","hsa_miR_376b_3p","hsa_miR_376b"
"MIMAT0002173","hsa-miR-483;hsa-miR-483-3p;","hsa_miR_483;hsa_miR_483_3p;","hsa_miR_483_3p","hsa_miR_483"
"MIMAT0002174","hsa-miR-484;","hsa_miR_484;","hsa_miR_484","hsa_miR_484"
"MIMAT0002175","hsa-miR-485-5p;","hsa_miR_485_5p;","hsa_miR_485_5p","hsa_miR_485_5p"
"MIMAT0002176","hsa-miR-485-3p;","hsa_miR_485_3p;","hsa_miR_485_3p","hsa_miR_485_3p"
"MIMAT0002177","hsa-miR-486;hsa-miR-486-5p;","hsa_miR_486;hsa_miR_486_5p;","hsa_miR_486_5p","hsa_miR_486"
"MIMAT0002178","hsa-miR-487;hsa-miR-487a;hsa-miR-487a-3p;","hsa_miR_487;hsa_miR_487a;hsa_miR_487a_3p;","hsa_miR_487a_3p","hsa_miR_487"
"MIMAT0002804","hsa-miR-488;hsa-miR-488*;hsa-miR-488-5p;","hsa_miR_488;hsa_miR_488*;hsa_miR_488_5p;","hsa_miR_488_5p","hsa_miR_488"
"MIMAT0002805","hsa-miR-489;hsa-miR-489-3p;","hsa_miR_489;hsa_miR_489_3p;","hsa_miR_489_3p","hsa_miR_489"
"MIMAT0002806","hsa-miR-490;hsa-miR-490-3p;","hsa_miR_490;hsa_miR_490_3p;","hsa_miR_490_3p","hsa_miR_490"
"MIMAT0002807","hsa-miR-491;hsa-miR-491-5p;","hsa_miR_491;hsa_miR_491_5p;","hsa_miR_491_5p","hsa_miR_491"
"MIMAT0002808","hsa-miR-511;hsa-miR-511-5p;","hsa_miR_511;hsa_miR_511_5p;","hsa_miR_511_5p","hsa_miR_511"
"MIMAT0002809","hsa-miR-146b;hsa-miR-146b-5p;","hsa_miR_146b;hsa_miR_146b_5p;","hsa_miR_146b_5p","hsa_miR_146b"
"MIMAT0002810","hsa-miR-202*;hsa-miR-202-5p;","hsa_miR_202*;hsa_miR_202_5p;","hsa_miR_202_5p","hsa_miR_202*"
"MIMAT0002811","hsa-miR-202;hsa-miR-202-3p;","hsa_miR_202;hsa_miR_202_3p;","hsa_miR_202_3p","hsa_miR_202"
"MIMAT0002812","hsa-miR-492;","hsa_miR_492;","hsa_miR_492","hsa_miR_492"
"MIMAT0002813","hsa-miR-493;hsa-miR-493-5p;hsa-miR-493*;hsa-miR-493-5p;","hsa_miR_493;hsa_miR_493_5p;hsa_miR_493*;hsa_miR_493_5p;","hsa_miR_493_5p","hsa_miR_493"
"MIMAT0002814","hsa-miR-432;hsa-miR-432-5p;","hsa_miR_432;hsa_miR_432_5p;","hsa_miR_432_5p","hsa_miR_432"
"MIMAT0002815","hsa-miR-432*;hsa-miR-432-3p;","hsa_miR_432*;hsa_miR_432_3p;","hsa_miR_432_3p","hsa_miR_432*"
"MIMAT0002816","hsa-miR-494;hsa-miR-494-3p;","hsa_miR_494;hsa_miR_494_3p;","hsa_miR_494_3p","hsa_miR_494"
"MIMAT0002817","hsa-miR-495;hsa-miR-495-3p;","hsa_miR_495;hsa_miR_495_3p;","hsa_miR_495_3p","hsa_miR_495"
"MIMAT0002818","hsa-miR-496;","hsa_miR_496;","hsa_miR_496","hsa_miR_496"
"MIMAT0002819","hsa-miR-193b;hsa-miR-193b-3p;","hsa_miR_193b;hsa_miR_193b_3p;","hsa_miR_193b_3p","hsa_miR_193b"
"MIMAT0002820","hsa-miR-497;hsa-miR-497-5p;","hsa_miR_497;hsa_miR_497_5p;","hsa_miR_497_5p","hsa_miR_497"
"MIMAT0002821","hsa-miR-181d;hsa-miR-181d-5p;","hsa_miR_181d;hsa_miR_181d_5p;","hsa_miR_181d_5p","hsa_miR_181d"
"MIMAT0002822","hsa-miR-512-5p;","hsa_miR_512_5p;","hsa_miR_512_5p","hsa_miR_512_5p"
"MIMAT0002823","hsa-miR-512-3p;","hsa_miR_512_3p;","hsa_miR_512_3p","hsa_miR_512_3p"
"MIMAT0002824","hsa-miR-498;hsa-miR-498-5p;","hsa_miR_498;hsa_miR_498_5p;","hsa_miR_498_5p","hsa_miR_498"
"MIMAT0002825","hsa-miR-520e;hsa-miR-520e-3p;","hsa_miR_520e;hsa_miR_520e_3p;","hsa_miR_520e_3p","hsa_miR_520e"
"MIMAT0002826","hsa-miR-515-5p;","hsa_miR_515_5p;","hsa_miR_515_5p","hsa_miR_515_5p"
"MIMAT0002827","hsa-miR-515-3p;","hsa_miR_515_3p;","hsa_miR_515_3p","hsa_miR_515_3p"
"MIMAT0002828","hsa-miR-519e*;hsa-miR-519e-5p;","hsa_miR_519e*;hsa_miR_519e_5p;","hsa_miR_519e_5p","hsa_miR_519e*"
"MIMAT0002829","hsa-miR-519e;hsa-miR-519e-3p;","hsa_miR_519e;hsa_miR_519e_3p;","hsa_miR_519e_3p","hsa_miR_519e"
"MIMAT0002830","hsa-miR-520f;hsa-miR-520f-3p;","hsa_miR_520f;hsa_miR_520f_3p;","hsa_miR_520f_3p","hsa_miR_520f"
"MIMAT0002831","hsa-miR-526c;hsa-miR-519c-5p;","hsa_miR_526c;hsa_miR_519c_5p;","hsa_miR_519c_5p","hsa_miR_526c"
"MIMAT0002832","hsa-miR-519c;hsa-miR-519c-3p;","hsa_miR_519c;hsa_miR_519c_3p;","hsa_miR_519c_3p","hsa_miR_519c"
"MIMAT0002833","hsa-miR-520a*;hsa-miR-520a-5p;","hsa_miR_520a*;hsa_miR_520a_5p;","hsa_miR_520a_5p","hsa_miR_520a*"
"MIMAT0002834","hsa-miR-520a;hsa-miR-520a-3p;","hsa_miR_520a;hsa_miR_520a_3p;","hsa_miR_520a_3p","hsa_miR_520a"
"MIMAT0002835","hsa-miR-526b;hsa-miR-526b-5p;","hsa_miR_526b;hsa_miR_526b_5p;","hsa_miR_526b_5p","hsa_miR_526b"
"MIMAT0002836","hsa-miR-526b*;hsa-miR-526b-3p;","hsa_miR_526b*;hsa_miR_526b_3p;","hsa_miR_526b_3p","hsa_miR_526b*"
"MIMAT0002837","hsa-miR-519b;hsa-miR-519b-3p;","hsa_miR_519b;hsa_miR_519b_3p;","hsa_miR_519b_3p","hsa_miR_519b"
"MIMAT0002838","hsa-miR-525;hsa-miR-525-5p;","hsa_miR_525;hsa_miR_525_5p;","hsa_miR_525_5p","hsa_miR_525"
"MIMAT0002839","hsa-miR-525*;hsa-miR-525-3p;","hsa_miR_525*;hsa_miR_525_3p;","hsa_miR_525_3p","hsa_miR_525*"
"MIMAT0002840","hsa-miR-523;hsa-miR-523-3p;","hsa_miR_523;hsa_miR_523_3p;","hsa_miR_523_3p","hsa_miR_523"
"MIMAT0002841","hsa-miR-518f*;hsa-miR-518f-5p;","hsa_miR_518f*;hsa_miR_518f_5p;","hsa_miR_518f_5p","hsa_miR_518f*"
"MIMAT0002842","hsa-miR-518f;hsa-miR-518f-3p;","hsa_miR_518f;hsa_miR_518f_3p;","hsa_miR_518f_3p","hsa_miR_518f"
"MIMAT0002843","hsa-miR-520b;hsa-miR-520b-3p;","hsa_miR_520b;hsa_miR_520b_3p;","hsa_miR_520b_3p","hsa_miR_520b"
"MIMAT0002844","hsa-miR-518b;","hsa_miR_518b;","hsa_miR_518b","hsa_miR_518b"
"MIMAT0002845","hsa-miR-526a;hsa-miR-526a-5p;","hsa_miR_526a;hsa_miR_526a_5p;","hsa_miR_526a_5p","hsa_miR_526a"
"MIMAT0002846","hsa-miR-520c;hsa-miR-520c-3p;","hsa_miR_520c;hsa_miR_520c_3p;","hsa_miR_520c_3p","hsa_miR_520c"
"MIMAT0002847","hsa-miR-518c*;hsa-miR-518c-5p;","hsa_miR_518c*;hsa_miR_518c_5p;","hsa_miR_518c_5p","hsa_miR_518c*"
"MIMAT0002848","hsa-miR-518c;hsa-miR-518c-3p;","hsa_miR_518c;hsa_miR_518c_3p;","hsa_miR_518c_3p","hsa_miR_518c"
"MIMAT0002849","hsa-miR-524*;hsa-miR-524-5p;","hsa_miR_524*;hsa_miR_524_5p;","hsa_miR_524_5p","hsa_miR_524*"
"MIMAT0002850","hsa-miR-524;hsa-miR-524-3p;","hsa_miR_524;hsa_miR_524_3p;","hsa_miR_524_3p","hsa_miR_524"
"MIMAT0002851","hsa-miR-517*;hsa-miR-517-5p;","hsa_miR_517*;hsa_miR_517_5p;","hsa_miR_517_5p","hsa_miR_517*"
"MIMAT0002852","hsa-miR-517a;hsa-miR-517a-3p;","hsa_miR_517a;hsa_miR_517a_3p;","hsa_miR_517a_3p","hsa_miR_517a"
"MIMAT0002853","hsa-miR-519d;hsa-miR-519d-3p;","hsa_miR_519d;hsa_miR_519d_3p;","hsa_miR_519d_3p","hsa_miR_519d"
"MIMAT0002854","hsa-miR-521;","hsa_miR_521;","hsa_miR_521","hsa_miR_521"
"MIMAT0002855","hsa-miR-520d*;hsa-miR-520d-5p;","hsa_miR_520d*;hsa_miR_520d_5p;","hsa_miR_520d_5p","hsa_miR_520d*"
"MIMAT0002856","hsa-miR-520d;hsa-miR-520d-3p;","hsa_miR_520d;hsa_miR_520d_3p;","hsa_miR_520d_3p","hsa_miR_520d"
"MIMAT0002857","hsa-miR-517b;hsa-miR-517b-3p;","hsa_miR_517b;hsa_miR_517b_3p;","hsa_miR_517b_3p","hsa_miR_517b"
"MIMAT0002858","hsa-miR-520g;hsa-miR-520g-3p;","hsa_miR_520g;hsa_miR_520g_3p;","hsa_miR_520g_3p","hsa_miR_520g"
"MIMAT0002859","hsa-miR-516-5p;hsa-miR-516b;hsa-miR-516b-5p;","hsa_miR_516_5p;hsa_miR_516b;hsa_miR_516b_5p;","hsa_miR_516b_5p","hsa_miR_516_5p"
"MIMAT0002860","hsa-miR-516-3p;hsa-miR-516b*;hsa-miR-516a-3p;hsa-miR-516b*;hsa-miR-516a-3p;hsa-miR-516b*;hsa-miR-516b-3p;","hsa_miR_516_3p;hsa_miR_516b*;hsa_miR_516a_3p;hsa_miR_516b*;hsa_miR_516a_3p;hsa_miR_516b*;hsa_miR_516b_3p;","hsa_miR_516b_3p","hsa_miR_516_3p"
"MIMAT0002861","hsa-miR-518e;hsa-miR-518e-3p;","hsa_miR_518e;hsa_miR_518e_3p;","hsa_miR_518e_3p","hsa_miR_518e"
"MIMAT0002862","hsa-miR-527;","hsa_miR_527;","hsa_miR_527","hsa_miR_527"
"MIMAT0002863","hsa-miR-518a;hsa-miR-518a-3p;","hsa_miR_518a;hsa_miR_518a_3p;","hsa_miR_518a_3p","hsa_miR_518a"
"MIMAT0002864","hsa-miR-518d;hsa-miR-518d-3p;","hsa_miR_518d;hsa_miR_518d_3p;","hsa_miR_518d_3p","hsa_miR_518d"
"MIMAT0002865","hsa-miR-518a-2*;","hsa_miR_518a_2*;","hsa_miR_518a_2*","hsa_miR_518a_2*"
"MIMAT0002866","hsa-miR-517c;hsa-miR-517c-3p;","hsa_miR_517c;hsa_miR_517c_3p;","hsa_miR_517c_3p","hsa_miR_517c"
"MIMAT0002867","hsa-miR-520h;","hsa_miR_520h;","hsa_miR_520h","hsa_miR_520h"
"MIMAT0002868","hsa-miR-522;hsa-miR-522-3p;","hsa_miR_522;hsa_miR_522_3p;","hsa_miR_522_3p","hsa_miR_522"
"MIMAT0002869","hsa-miR-519a;hsa-miR-519a-3p;","hsa_miR_519a;hsa_miR_519a_3p;","hsa_miR_519a_3p","hsa_miR_519a"
"MIMAT0002870","hsa-miR-499;hsa-miR-499-5p;hsa-miR-499a-5p;","hsa_miR_499;hsa_miR_499_5p;hsa_miR_499a_5p;","hsa_miR_499a_5p","hsa_miR_499"
"MIMAT0002871","hsa-miR-500;hsa-miR-500*;hsa-miR-500a*;hsa-miR-500a-3p;","hsa_miR_500;hsa_miR_500*;hsa_miR_500a*;hsa_miR_500a_3p;","hsa_miR_500a_3p","hsa_miR_500"
"MIMAT0002872","hsa-miR-501;hsa-miR-501-5p;","hsa_miR_501;hsa_miR_501_5p;","hsa_miR_501_5p","hsa_miR_501"
"MIMAT0002873","hsa-miR-502;hsa-miR-502-5p;","hsa_miR_502;hsa_miR_502_5p;","hsa_miR_502_5p","hsa_miR_502"
"MIMAT0002874","hsa-miR-503;hsa-miR-503-5p;","hsa_miR_503;hsa_miR_503_5p;","hsa_miR_503_5p","hsa_miR_503"
"MIMAT0002875","hsa-miR-504;hsa-miR-504-5p;","hsa_miR_504;hsa_miR_504_5p;","hsa_miR_504_5p","hsa_miR_504"
"MIMAT0002876","hsa-miR-505;hsa-miR-505-3p;","hsa_miR_505;hsa_miR_505_3p;","hsa_miR_505_3p","hsa_miR_505"
"MIMAT0002877","hsa-miR-513;hsa-miR-513-5p;hsa-miR-513a-5p;","hsa_miR_513;hsa_miR_513_5p;hsa_miR_513a_5p;","hsa_miR_513a_5p","hsa_miR_513"
"MIMAT0002878","hsa-miR-506;hsa-miR-506-3p;","hsa_miR_506;hsa_miR_506_3p;","hsa_miR_506_3p","hsa_miR_506"
"MIMAT0002879","hsa-miR-507;","hsa_miR_507;","hsa_miR_507","hsa_miR_507"
"MIMAT0002880","hsa-miR-508;hsa-miR-508-3p;","hsa_miR_508;hsa_miR_508_3p;","hsa_miR_508_3p","hsa_miR_508"
"MIMAT0002881","hsa-miR-509;hsa-miR-509-3p;","hsa_miR_509;hsa_miR_509_3p;","hsa_miR_509_3p","hsa_miR_509"
"MIMAT0002882","hsa-miR-510;hsa-miR-510-5p;","hsa_miR_510;hsa_miR_510_5p;","hsa_miR_510_5p","hsa_miR_510"
"MIMAT0002883","hsa-miR-514;hsa-miR-514a-3p;","hsa_miR_514;hsa_miR_514a_3p;","hsa_miR_514a_3p","hsa_miR_514"
"MIMAT0002888","hsa-miR-532;hsa-miR-532-5p;","hsa_miR_532;hsa_miR_532_5p;","hsa_miR_532_5p","hsa_miR_532"
"MIMAT0002890","hsa-miR-299-5p;","hsa_miR_299_5p;","hsa_miR_299_5p","hsa_miR_299_5p"
"MIMAT0002891","hsa-miR-18a*;hsa-miR-18a-3p;","hsa_miR_18a*;hsa_miR_18a_3p;","hsa_miR_18a_3p","hsa_miR_18a*"
"MIMAT0003150","hsa-miR-455;hsa-miR-455-5p;","hsa_miR_455;hsa_miR_455_5p;","hsa_miR_455_5p","hsa_miR_455"
"MIMAT0003161","hsa-miR-493-3p;hsa-miR-493;hsa-miR-493-3p;","hsa_miR_493_3p;hsa_miR_493;hsa_miR_493_3p;","hsa_miR_493_3p","hsa_miR_493_3p"
"MIMAT0003163","hsa-miR-539;hsa-miR-539-5p;","hsa_miR_539;hsa_miR_539_5p;","hsa_miR_539_5p","hsa_miR_539"
"MIMAT0003164","hsa-miR-544;hsa-miR-544a;","hsa_miR_544;hsa_miR_544a;","hsa_miR_544a","hsa_miR_544"
"MIMAT0003165","hsa-miR-545;hsa-miR-545-3p;","hsa_miR_545;hsa_miR_545_3p;","hsa_miR_545_3p","hsa_miR_545"
"MIMAT0003180","hsa-miR-487b;hsa-miR-487b-3p;","hsa_miR_487b;hsa_miR_487b_3p;","hsa_miR_487b_3p","hsa_miR_487b"
"MIMAT0003214","hsa-miR-551a;","hsa_miR_551a;","hsa_miR_551a","hsa_miR_551a"
"MIMAT0003215","hsa-miR-552;hsa-miR-552-3p;","hsa_miR_552;hsa_miR_552_3p;","hsa_miR_552_3p","hsa_miR_552"
"MIMAT0003216","hsa-miR-553;","hsa_miR_553;","hsa_miR_553","hsa_miR_553"
"MIMAT0003217","hsa-miR-554;","hsa_miR_554;","hsa_miR_554","hsa_miR_554"
"MIMAT0003218","hsa-miR-92b;hsa-miR-92b-3p;","hsa_miR_92b;hsa_miR_92b_3p;","hsa_miR_92b_3p","hsa_miR_92b"
"MIMAT0003219","hsa-miR-555;","hsa_miR_555;","hsa_miR_555","hsa_miR_555"
"MIMAT0003220","hsa-miR-556;hsa-miR-556-5p;","hsa_miR_556;hsa_miR_556_5p;","hsa_miR_556_5p","hsa_miR_556"
"MIMAT0003221","hsa-miR-557;","hsa_miR_557;","hsa_miR_557","hsa_miR_557"
"MIMAT0003222","hsa-miR-558;","hsa_miR_558;","hsa_miR_558","hsa_miR_558"
"MIMAT0003223","hsa-miR-559;","hsa_miR_559;","hsa_miR_559","hsa_miR_559"
"MIMAT0003224","hsa-miR-560;","hsa_miR_560;","hsa_miR_560","hsa_miR_560"
"MIMAT0003225","hsa-miR-561;hsa-miR-561-3p;","hsa_miR_561;hsa_miR_561_3p;","hsa_miR_561_3p","hsa_miR_561"
"MIMAT0003226","hsa-miR-562;","hsa_miR_562;","hsa_miR_562","hsa_miR_562"
"MIMAT0003227","hsa-miR-563;","hsa_miR_563;","hsa_miR_563","hsa_miR_563"
"MIMAT0003228","hsa-miR-564;","hsa_miR_564;","hsa_miR_564","hsa_miR_564"
"MIMAT0003229","hsa-miR-565;","hsa_miR_565;","hsa_miR_565","hsa_miR_565"
"MIMAT0003230","hsa-miR-566;","hsa_miR_566;","hsa_miR_566","hsa_miR_566"
"MIMAT0003231","hsa-miR-567;","hsa_miR_567;","hsa_miR_567","hsa_miR_567"
"MIMAT0003232","hsa-miR-568;","hsa_miR_568;","hsa_miR_568","hsa_miR_568"
"MIMAT0003233","hsa-miR-551b;hsa-miR-551b-3p;","hsa_miR_551b;hsa_miR_551b_3p;","hsa_miR_551b_3p","hsa_miR_551b"
"MIMAT0003234","hsa-miR-569;","hsa_miR_569;","hsa_miR_569","hsa_miR_569"
