miRNA,patient2_platelets,patient3_platelets,patient4_platelets,patient5_platelets,patient6_platelets,patient8_platelets,patient9_platelets,patient10_platelets,patient11_platelets,patient12_platelets,patient13_platelets,patient15_platelets,patient16_platelets,patient17_platelets,patient18_platelets,patient19_platelets,patient20_platelets,patient21_platelets,patient14_platelets,patient7a_platelets,patient7b_platelets,patient7c_platelets,control1_platelets,control2_platelets,control3_platelets,control4_platelets,control5_platelets,control6_platelets,control7_platelets,control8_platelets,control10_platelets,control11_platelets,control12_platelets,control13_platelets,control14_platelets,control15_platelets,control16_platelets,control17_platelets,control18_platelets,control20_platelets,control19_platelets,control9a_platelets,control9b_platelets,control9c_platelets,patient2_Microvesicles,patient3_Microvesicles,patient4_Microvesicles,patient5_Microvesicles,patient6_Microvesicles,patient8_Microvesicles,patient9_Microvesicles,patient10_Microvesicles,patient11_Microvesicles,patient12_Microvesicles,patient13_Microvesicles,patient15_Microvesicles,patient16_Microvesicles,patient17_Microvesicles,patient18_Microvesicles,patient19_Microvesicles,patient20_Microvesicles,patient21_Microvesicles,patient14_Microvesicles,patient7a_Microvesicles,patient7b_Microvesicles,patient7c_Microvesicles,control1_Microvesicles,control2_Microvesicles,control3_Microvesicles,control4_Microvesicles,control5_Microvesicles,control6_Microvesicles,control7_Microvesicles,control8_Microvesicles,control10_Microvesicles,control11_Microvesicles,control12_Microvesicles,control13_Microvesicles,control14_Microvesicles,control15_Microvesicles,control16_Microvesicles,control17_Microvesicles,control18_Microvesicles,control20_Microvesicles,control19_Microvesicles,control9a_Microvesicles,control9b_Microvesicles,control9c_Microvesicles,patient2_PBMC,patient3_PBMC,patient4_PBMC,patient5_PBMC,patient6_PBMC,patient8_PBMC,patient9_PBMC,patient10_PBMC,patient11_PBMC,patient12_PBMC,patient13_PBMC,patient15_PBMC,patient16_PBMC,patient17_PBMC,patient18_PBMC,patient19_PBMC,patient20_PBMC,patient21_PBMC,patient14_PBMC,patient7a_PBMC,patient7b_PBMC,patient7c_PBMC,control1_PBMC,control2_PBMC,control3_PBMC,control4_PBMC,control5_PBMC,control6_PBMC,control7_PBMC,control8_PBMC,control10_PBMC,control11_PBMC,control12_PBMC,control13_PBMC,control14_PBMC,control15_PBMC,control16_PBMC,control17_PBMC,control18_PBMC,control20_PBMC,control19_PBMC,control9a_PBMC,control9b_PBMC,control9c_PBMC
hsa-miR-187,5.77851,5.117044,5.203522,4.934026,6.26625,6.289241,6.768306,5.582203,3.469639,3.245429,4.207181,5.820478,6.959011,6.248833,6.05364,5.86801,6.360585,5.264838,4.226498,5.711107,5.516645,5.760795,5.373238,5.940118,4.739931,4.99376,4.617445,5.093559,5.55195,4.619623,4.813063,5.712912,3.54065,5.264722,5.486112,5.721689,4.759135,5.071145,5.665804,5.492243,4.328899,5.649981,5.977239,5.645247,3.497248,3.381002,3.84583,3.521711,4.163587,3.878084,4.065946,3.724827,3.856988,4.014408,3.889501,3.909169,3.666103,3.739602,3.97288,3.656202,3.520185,4.044737,3.805288,3.554765,3.848574,3.608221,4.662335,3.709834,3.699736,3.866031,3.488998,4.004918,4.23452,4.267902,3.75595,3.383971,3.619138,4.604609,4.032846,4.072246,3.595312,3.892984,3.618654,3.230766,3.514001,3.809691,3.41432,3.199843,4.249969,4.355899,3.920928,5.457792,4.267566,4.344716,4.220182,3.931211,3.463132,4.171229,5.246493,3.471061,4.83124,4.233321,4.444501,5.095458,4.13611,4.553709,4.31352,4.270069,4.711437,4.847657,4.171451,4.934638,4.251303,4.777075,4.214729,4.352206,4.938217,5.191328,4.111832,4.991034,4.438087,5.011978,4.743575,5.14238,5.474784,5.020895,4.248498,4.721239,5.04625,4.847079,4.154041,4.263407
hsa-miR-188-3p,5.478855,5.219923,5.347414,5.51519,5.907558,5.219978,5.458225,5.790345,5.012379,5.108267,5.538871,5.685041,5.423631,5.802587,5.591665,5.602103,5.571312,6.117373,5.061749,5.439197,5.528545,5.344672,5.241875,5.744451,4.947497,5.244565,5.426826,5.603982,5.657599,5.325299,5.808769,5.383698,5.596445,5.485604,5.312307,5.308971,6.073981,5.43914,5.502627,5.176019,5.022775,5.280354,5.418117,5.60354,3.975324,4.521417,4.662725,4.090608,4.5235,4.279058,4.387898,4.613173,4.566324,4.172503,3.996788,4.286046,4.243453,4.534904,4.473646,3.609996,4.463987,4.107077,4.236873,4.289818,4.589222,4.173105,3.813768,4.369,4.298372,4.289377,4.342907,4.347496,4.088447,4.014556,3.738644,4.082798,4.484391,4.318233,4.331056,4.464162,3.812729,4.636426,4.112988,4.702716,4.037767,3.756866,3.762745,4.500727,5.949537,5.476317,4.506579,5.442791,5.211161,4.983917,5.003222,5.221491,5.706151,5.310238,5.426732,4.973054,5.346184,5.180251,4.812613,5.405841,5.23861,5.707272,5.588487,4.86539,5.544394,5.55931,5.934712,5.833223,5.004271,5.251634,5.467055,4.6431,5.808818,5.780841,5.039894,4.806226,5.211057,5.319173,5.776051,5.252836,5.723206,5.580882,5.737563,5.355444,5.078061,5.462388,5.157621,5.022158
hsa-miR-188-5p,6.714395,5.491569,6.385794,6.749792,6.444839,6.415235,7.059052,6.843709,6.196638,5.629254,6.456038,6.737548,6.376452,6.75976,6.622271,6.009624,6.761478,5.266536,6.081022,6.098234,6.271355,6.614924,5.802463,5.467676,5.085399,5.62074,5.935214,5.950262,4.204884,5.620113,5.30935,6.049364,4.760683,5.871284,4.898829,5.750615,5.030626,5.452529,6.2756,5.798201,4.486248,6.516161,6.368797,6.058465,4.590655,4.219697,4.155005,4.290976,4.27357,3.925606,4.539262,3.604565,4.621922,5.461185,4.586072,4.218644,5.017034,4.580702,4.811039,4.03596,4.916508,4.386303,4.941174,4.143016,4.464319,4.88858,4.082469,4.908645,4.56354,4.51544,4.747767,4.162127,4.000632,4.11748,4.340279,4.623623,3.942262,4.455538,4.869761,4.599077,4.114643,4.825132,4.250917,4.311225,4.428563,4.451692,4.184296,4.409575,6.720342,6.592995,6.590077,7.048956,6.50999,6.332921,6.382341,5.449949,5.503854,4.388561,5.844964,6.690393,6.698412,6.786752,6.950409,7.194149,6.32198,7.091188,6.191895,7.14616,7.077956,7.133648,5.64353,7.016831,6.772488,7.489195,7.118929,7.191391,6.888332,6.735779,7.236268,6.653541,5.471097,6.647424,7.676285,7.1183,6.616435,7.500407,7.034901,7.274514,7.28135,6.925166,7.125383,7.152339
hsa-miR-18a-star,8.636019,7.987148,8.077057,7.869428,8.638988,9.087715,9.1831,8.349997,7.696732,8.261903,8.216937,8.897299,9.01147,8.379849,8.473428,8.399788,8.82337,8.013462,7.48464,8.148041,8.175367,8.237383,8.483333,8.837148,8.095857,8.164207,8.521243,8.252438,7.953103,8.192889,8.312448,7.805485,7.423099,8.064967,7.488303,8.142962,7.804441,7.824091,8.340993,8.679449,6.485356,8.42732,8.565195,8.293128,4.557943,4.555426,4.185476,4.140486,4.464964,4.102702,4.910228,3.948411,4.09672,4.30442,3.775291,3.96339,4.073387,5.178986,5.097923,5.037939,4.276003,3.895166,4.851309,4.461158,4.027064,3.68592,4.158526,4.545831,5.044559,5.946633,4.096925,4.341612,3.766382,4.14327,3.610627,5.012369,5.079658,4.637846,4.247714,4.459052,5.099877,5.424182,4.168382,5.464834,5.018191,4.408885,4.324099,4.509308,7.546237,7.287878,7.660883,7.59021,7.654145,7.397666,7.958536,8.075945,8.320998,7.952324,7.817137,7.66945,8.127197,7.549397,7.755916,8.268481,7.33024,7.806704,8.226083,7.507977,7.401673,7.516719,6.7776,7.425732,7.577114,7.646202,7.961538,7.870189,7.774253,7.392928,7.940665,7.466172,7.364511,7.689325,8.178989,7.46034,7.474422,8.111085,7.839243,8.222325,7.866642,7.648619,7.690394,7.609471
hsa-miR-18a,13.69767,13.4121,13.47667,12.9042,13.78578,13.8204,14.09378,13.3926,12.71086,12.60789,12.86723,13.93484,13.95585,13.78367,13.74404,13.58448,13.91607,13.37021,12.25934,13.31,13.44139,13.64712,13.63647,13.64489,13.4529,13.56149,13.64964,13.54601,12.82295,13.42623,13.22841,12.98872,12.391,13.11128,12.72883,13.36238,13.04456,13.18135,13.42799,13.61764,12.74788,13.72944,13.74769,13.46688,4.862486,5.304577,4.434531,7.745453,7.934879,4.934639,8.499619,4.910735,4.786853,6.287798,5.498619,4.778816,7.64655,5.859095,8.164131,7.660066,6.680656,7.481393,5.748941,7.937079,6.908745,7.631534,6.88306,4.696093,5.136982,5.341231,7.931429,7.869235,5.151198,6.499609,5.900846,6.369505,7.494115,7.443103,7.851657,6.888178,7.905234,7.588202,6.329031,5.560726,8.142854,7.541871,7.139502,7.163723,12.27821,11.94989,11.80037,12.15833,11.53158,11.87866,12.1666,10.95473,11.59091,11.79287,12.7663,12.44309,12.85388,12.54562,11.91657,12.07682,11.99924,12.04919,11.51556,11.95945,11.99876,12.22948,12.17926,12.25037,12.11355,12.02901,12.16669,12.01646,12.1907,12.37315,12.60232,12.02059,11.38651,12.33467,12.34384,12.40313,12.51955,12.36488,12.31641,12.72756,11.96499,12.20602,12.02388,12.10648
hsa-miR-18b-star,4.701446,4.42131,4.354957,3.818439,4.122887,4.256003,4.779317,4.438792,2.799267,4.339102,4.118963,4.522932,3.922144,3.992923,5.250737,4.51171,4.363522,4.916678,5.160203,3.88475,3.743576,4.070287,4.925734,3.952956,3.384054,4.240023,3.839226,3.891341,4.537646,3.855305,3.894179,4.222483,5.062569,4.267776,4.268646,3.410851,5.201781,4.156623,4.337007,4.491617,4.257679,3.801998,4.049732,4.374916,4.298488,4.642336,4.397002,4.648974,5.528446,4.311937,4.414184,4.569268,4.637608,4.061563,4.099597,5.300831,4.75108,5.414589,4.279873,4.210663,4.079327,4.845541,4.932654,4.038903,4.464319,3.957863,5.419106,4.694096,5.255967,4.875224,4.714908,4.658591,4.98856,3.972452,4.756435,4.676342,5.554382,5.58912,4.820369,5.439432,5.507652,4.881224,5.106609,5.639131,4.809164,4.640419,4.271164,4.449593,4.204874,4.035806,3.820101,3.716977,3.746364,4.391633,4.121316,3.940355,4.831614,4.518998,4.082293,3.887986,4.054844,4.787423,4.307672,4.027257,4.548335,3.397031,4.29334,4.230942,4.688406,4.465983,4.775562,3.946903,4.364473,4.068933,3.582468,4.611198,4.456909,3.949873,4.190088,4.302924,4.490082,3.978264,4.622507,4.306535,3.857436,3.771585,5.154392,4.094903,4.347435,4.175808,3.94803,4.221337
hsa-miR-18b,11.68763,11.53934,11.31578,10.24743,11.57095,11.63217,12.16518,11.19163,10.44568,10.45883,10.47941,11.75749,12.32134,11.44499,11.79774,11.48022,11.88051,11.21792,10.12593,11.30136,11.47928,11.30643,11.71462,11.7707,11.55147,11.49626,11.64209,11.40345,10.88426,11.37326,11.60965,11.03434,10.45947,11.19513,10.61068,11.798,11.11738,11.48286,11.90339,11.81121,10.81051,11.85366,11.69601,12.185,3.824793,4.611539,3.490274,4.323653,4.40874,4.57098,6.831986,4.381337,4.05072,4.424284,4.341796,4.516661,4.812925,4.155769,6.417389,5.539844,4.268935,4.502769,4.745648,4.386395,4.116458,4.73456,4.626863,4.155694,4.139447,4.231236,4.90029,4.351987,4.730628,4.36381,4.607921,4.509574,5.195685,4.841742,5.335315,4.855513,5.742223,5.03724,5.494841,5.071043,6.322831,5.418228,4.72632,5.185376,9.996961,9.864738,9.399782,9.712172,9.437316,9.596345,10.19455,8.763307,9.273745,9.752573,10.6921,10.01354,10.75546,10.07231,9.330578,9.850299,9.738306,9.683381,9.407002,9.685019,9.727501,9.900763,10.26519,10.02506,9.926481,9.823921,9.737171,9.465524,9.962399,10.15408,9.910397,9.713092,9.280776,9.862878,9.959673,9.619247,10.98712,9.725873,10.05607,10.26095,9.446629,9.820976,9.527313,9.531411
hsa-miR-190,3.683819,3.196359,3.844543,4.148644,3.063024,3.639693,3.654509,3.624393,3.534464,3.315902,3.824884,3.724861,3.333437,3.413145,3.545009,2.880754,3.418438,2.50242,3.511021,3.418783,3.750081,3.281251,4.217157,3.273512,3.824888,4.245375,3.652832,3.660488,3.359699,3.965649,3.889721,3.706021,3.694957,3.611461,3.587969,3.729222,3.605955,3.618043,3.408077,3.826373,4.146638,3.493461,3.47252,2.853033,3.722432,3.913888,4.397002,3.886755,3.84859,4.65238,3.669556,4.146488,3.906405,4.172503,3.994034,3.672174,4.024454,4.155769,3.760207,3.940269,3.577365,3.925931,3.608273,3.871463,3.955256,3.608221,4.167852,3.892079,3.982066,4.177156,3.795498,3.911531,3.952915,4.064068,3.911881,3.460394,4.212148,4.356988,3.623592,3.979006,3.992018,3.789147,3.552935,3.850398,3.897662,3.961029,3.865838,3.940502,3.369029,3.347116,3.916552,3.721094,3.875698,3.760535,3.403856,3.839758,3.717149,3.19387,3.398855,2.802457,3.293082,3.432276,2.992322,3.306912,3.278867,3.905628,3.579441,3.71736,3.605288,3.686887,2.708243,3.698939,3.628523,3.12257,4.100819,3.824078,3.356744,3.248243,3.79965,3.374527,3.4491,3.70581,3.594731,3.797281,3.692761,3.663317,3.218961,3.339914,3.784409,3.725512,3.707433,3.500874
hsa-miR-190b,3.834277,3.624606,3.94203,3.867577,3.207092,3.745301,3.214005,3.917759,3.980175,3.746588,3.975795,3.380885,3.590909,3.651724,3.892314,3.244513,3.363871,3.638852,3.731258,3.810549,3.36637,3.277077,4.01567,3.03992,3.831347,3.589876,3.41782,3.178449,3.516617,3.416769,3.952722,2.720965,4.626741,3.552592,4.312824,3.350338,2.963639,3.070317,3.73823,3.759938,4.304244,3.757181,3.593404,3.577944,3.670308,4.266301,4.036503,4.148442,4.040166,4.269954,4.071154,3.783561,4.00585,4.119205,3.888088,4.429148,4.658838,3.902538,4.151434,4.653883,3.758943,3.839817,4.138098,3.984672,3.953146,3.957863,4.338333,3.887808,3.769394,3.979786,3.739557,4.008854,3.807879,3.738782,4.025292,3.737766,3.937891,3.432401,3.623962,3.678596,4.01328,3.681195,4.334538,4.733321,3.969146,3.809691,3.651408,3.940076,4.338099,3.697628,4.082979,3.86401,3.524746,3.820856,3.278083,4.05129,3.93171,4.407128,3.535203,3.826135,3.757068,3.72323,3.391225,3.888214,3.797026,3.906075,3.939157,3.471575,3.291331,3.897301,4.263246,3.586996,3.629009,3.599084,3.574767,3.192992,3.144506,3.458221,2.645451,3.66444,4.023949,3.813625,4.151438,3.442343,3.410324,3.429704,3.135191,4.139328,4.434534,3.730087,3.654408,3.499511
hsa-miR-191-star,6.278769,5.791244,6.456899,6.165738,6.57667,7.138845,7.083819,6.987331,6.456095,6.669168,6.468628,6.779113,7.37169,6.785419,6.725844,6.545216,6.741798,6.394452,6.597146,6.745106,6.509688,6.839345,6.610806,6.262496,6.191131,6.543451,6.864089,6.281285,5.8773,6.075571,5.657426,6.351319,6.552927,6.437716,6.447689,6.228634,6.211596,6.184084,6.748955,6.574379,6.923878,6.464551,6.124162,6.39453,6.793156,7.585588,8.069086,7.191809,7.063774,8.686335,5.125901,8.320458,7.616168,7.236275,8.110061,7.280746,7.059795,8.103501,5.10485,6.971112,8.328639,6.482126,7.712429,7.694034,7.549732,7.363604,7.702852,7.58519,7.178473,7.659342,7.173866,7.78377,7.401606,6.967776,6.784239,6.470562,7.451529,7.600084,6.835786,6.564787,6.951642,7.314374,7.247049,7.857121,5.19854,7.229181,7.436051,6.711649,6.142011,6.070182,6.559245,5.702126,6.233255,5.43011,6.055261,6.443174,6.603684,6.504508,6.634266,6.427794,6.460614,6.508248,5.146347,6.102508,6.184749,5.781721,6.324459,5.77447,5.517801,6.121591,5.250569,5.955995,6.033463,5.531947,6.501264,6.27296,5.557789,5.635444,6.12336,5.862532,5.557952,6.180422,6.355724,6.338659,5.851031,6.403813,6.484236,6.868334,6.285796,6.086735,6.075021,6.193969
hsa-miR-191,15.04256,14.91149,14.99247,15.17241,15.22743,15.09559,15.15167,15.15364,15.18671,15.26068,15.28048,15.1887,15.1364,15.2198,15.23813,15.17116,15.25619,15.23556,15.22091,15.24076,15.21991,15.1992,15.09979,15.10239,15.07821,15.10981,15.19378,15.16066,14.9728,15.08404,15.10782,15.22877,15.36165,15.19514,15.20796,15.1603,15.17097,15.11982,15.20559,15.10416,15.05307,15.20053,15.19817,15.17569,9.801695,9.326368,9.01715,9.542447,9.871909,8.608418,9.940602,9.420293,8.984749,9.004613,7.622011,8.859909,9.665312,8.87725,10.39832,9.381547,9.280934,9.06344,8.272596,9.546199,9.468496,9.323121,9.35335,8.276493,8.135162,9.297001,9.824781,9.586259,9.485753,9.485282,8.144043,7.894522,9.236845,9.696886,9.455205,9.062711,9.607007,9.48131,9.507288,8.713039,10.18124,9.570101,9.726405,9.481367,14.90873,14.57125,15.03395,14.80167,14.73631,14.6332,14.80233,14.94343,15.09753,14.95553,14.99615,14.79764,15.01976,14.77233,14.99515,14.98872,14.74313,14.84122,15.10566,14.70399,14.85415,14.92251,14.19772,14.92068,14.88338,14.82674,14.92743,14.82523,14.86789,14.88339,14.8961,14.8837,14.92806,14.94955,14.91358,14.83266,14.724,14.94431,14.89552,14.89962,14.90451,14.97548,14.95093,14.91516
hsa-miR-192-star,5.450213,5.118956,5.232271,5.505922,4.91216,4.324659,5.279496,5.650739,4.776082,4.490862,5.764047,5.335894,4.879568,5.715051,5.391361,4.942163,5.881774,5.016935,5.10818,5.095517,4.980253,5.240654,4.445071,4.292561,4.988848,3.783928,4.886848,4.750949,4.050437,4.745223,5.30935,5.331838,5.510557,5.265032,5.123117,5.171619,4.80349,4.880728,4.964889,4.493757,4.032446,4.652354,5.115479,5.273452,4.699619,3.848111,3.84583,3.922338,4.039588,4.228745,4.223636,3.726546,3.810506,4.108383,3.716188,4.152295,3.849252,3.733205,4.248558,4.136411,3.762251,4.187101,3.949265,3.984672,4.371361,3.848155,4.161525,4.498973,4.404979,3.921104,4.173295,3.620332,3.75413,3.739241,4.1757,4.12718,3.518709,3.880887,3.979885,4.285208,3.538078,3.788253,4.376803,4.330819,4.255157,4.315085,3.817538,4.161898,5.370617,4.464598,5.207891,5.44013,4.858697,5.018233,4.767442,4.838488,4.570205,5.155421,4.727089,4.851166,5.542192,5.529261,6.017762,5.010121,5.606436,5.519077,4.961452,4.995076,5.418668,4.492572,5.111956,5.209798,5.442308,5.61832,5.23309,5.626596,5.408109,5.033636,5.640856,5.763058,5.400511,4.993758,4.820164,5.51966,5.622798,5.419687,4.249733,5.225367,5.339844,4.930957,5.277306,4.809487
hsa-miR-192,10.37725,10.33299,10.38832,10.87251,10.04049,10.40873,10.21048,10.49237,10.25443,9.213867,10.7155,10.24965,10.10991,10.18566,10.15629,10.08632,10.19127,10.1782,10.44869,10.19522,10.21399,10.12912,10.20052,10.21072,10.05422,9.889604,10.07849,10.45465,9.382718,9.979714,10.19873,10.63964,9.730043,10.31863,9.302965,10.16758,9.94364,9.9663,10.17478,10.10213,9.323313,10.05279,10.03764,10.28227,3.824793,3.733293,4.155005,4.511711,4.250019,3.923196,5.463937,4.051822,3.855023,4.594124,4.31699,4.017899,3.966606,4.772557,5.761695,5.286182,3.577365,4.107077,4.884025,3.752125,4.194561,3.909916,4.615334,4.995479,4.20119,4.077808,5.199334,4.052336,4.738393,4.854086,4.507878,4.324651,4.414575,5.202869,5.188369,3.912381,4.822908,4.521555,3.966758,4.415172,5.815124,4.446374,5.247172,4.122406,10.42661,10.79493,10.11947,10.34936,10.57019,10.49141,10.07027,10.10622,9.023965,9.841974,9.985873,10.51368,9.964867,10.36819,10.40043,10.28334,10.48098,10.62074,9.940326,10.14718,10.07077,10.13266,10.4021,10.4923,10.64928,10.28914,10.89409,10.90678,10.45189,10.55035,10.49091,10.81416,10.25445,10.32988,10.16484,10.45742,10.27212,10.13509,10.48594,10.04633,10.76537,10.47164,10.36726,10.22577
hsa-miR-193a-3p,3.514215,3.747997,3.786433,4.133506,4.370926,3.57935,4.169832,4.617585,4.591648,3.578086,4.247611,4.571171,4.459377,4.727479,4.317525,4.289948,4.437719,3.569912,3.946579,4.680384,4.481135,3.068211,3.91578,4.211986,3.457325,4.353868,4.099484,4.43144,4.419478,4.439702,3.391804,4.587132,4.294424,4.943228,4.407449,4.243772,4.623872,4.522142,4.830019,4.11783,3.809902,4.153654,4.097203,4.433601,3.971785,4.550455,4.155005,4.283264,3.996607,4.21827,4.251441,3.998859,4.229048,3.964382,3.946246,4.121599,3.917662,3.847296,4.3339,4.136411,3.978891,3.471233,3.742866,4.581531,4.054648,3.671363,4.472826,4.302865,4.139447,3.693095,4.035105,4.248472,4.045037,3.67978,4.125371,3.915596,3.854401,3.876608,4.161734,4.125768,4.061873,4.462143,3.910199,3.795011,4.21447,4.564824,4.145006,4.032205,5.667784,5.31757,4.87011,5.515847,4.206656,5.280582,5.040514,3.582059,4.570205,4.777838,4.727056,4.649345,4.889897,5.055095,4.478557,5.572547,4.52349,4.860717,3.894115,5.726878,5.259603,5.450214,4.979215,5.514097,5.391019,5.336975,4.930352,5.184508,4.706341,4.234303,4.465286,4.804531,4.960335,4.725756,5.43222,4.827175,5.582686,6.208046,5.685472,4.888361,5.599101,5.379813,5.774938,5.408784
hsa-miR-193a-5p,6.410797,6.471885,7.132287,7.257955,6.441267,6.780234,6.208969,6.798109,6.9215,6.306527,7.367276,6.274003,6.306552,6.605082,7.010347,6.324389,6.224224,5.376892,7.620543,6.709721,6.82678,6.685898,6.136631,6.053441,5.80643,6.325586,5.841356,6.411521,6.653891,6.244148,6.501966,6.517598,6.811549,6.109383,6.042414,6.3012,7.138615,6.59463,5.9684,6.154465,6.431201,6.183712,6.160418,6.045582,3.824793,4.223792,4.759318,3.886755,4.373879,3.929196,4.345024,4.577872,4.652749,4.108383,4.693521,4.485951,3.91381,4.057403,5.051125,3.760587,4.478455,4.104379,3.742866,3.994217,4.144085,4.017364,4.06677,3.782239,3.982066,4.131184,4.320836,4.70937,4.974515,4.396295,4.194653,4.277474,4.47264,4.211164,4.313676,4.069254,4.295881,3.379228,5.070759,3.675785,4.97613,4.717944,4.311343,4.265175,7.933615,7.643129,7.788587,7.769466,7.554518,7.193038,7.170146,7.499108,7.169661,7.591563,7.667225,7.595663,7.27541,7.74057,7.387541,8.15171,7.231624,7.03165,7.798035,7.915329,7.756943,7.933971,7.01481,7.599088,6.99671,7.414815,7.674035,8.120117,6.893715,7.041255,7.406047,7.069489,7.436781,7.180748,7.814869,7.044185,7.994277,7.780214,7.183733,7.560632,7.411616,7.600114,7.306164,7.696445
hsa-miR-193b-star,4.829861,4.622679,5.355108,5.682293,5.091197,5.424856,4.482346,5.5653,5.383656,4.52227,6.014205,5.428769,5.372624,5.32578,5.228496,4.172607,5.636864,4.949682,5.711049,5.135533,4.941099,5.136024,4.881663,4.885426,4.891187,5.112813,4.907013,5.120731,5.036505,5.030892,5.004242,5.196402,4.806494,5.474649,4.895723,4.881568,4.625389,4.645956,4.520995,4.785748,4.359104,4.809768,5.159709,4.396287,4.112794,4.999461,4.85437,4.448534,3.732005,3.831096,4.088883,5.453462,4.621922,4.336926,4.198867,4.512326,4.670506,4.011639,4.645186,4.472044,4.382064,4.360275,4.851309,4.555053,4.239304,3.403124,4.676902,4.256588,5.104491,4.920428,4.544968,5.861963,4.79767,4.600595,4.79461,3.915761,4.59489,4.637846,4.753152,4.120986,4.740929,4.124293,4.206455,4.658823,4.082535,4.484003,4.572634,4.412529,5.593174,4.806819,5.576456,5.39242,5.203919,5.4083,5.686423,5.310427,5.023933,4.86245,4.473253,6.430271,5.577544,5.814375,5.381977,5.746752,5.596714,5.683548,5.348158,5.096794,5.276819,5.132687,5.745134,5.58392,5.469166,5.565165,6.313394,6.08808,5.351435,5.114812,5.226382,5.37892,5.781054,6.106372,5.614182,5.00499,4.295222,5.132388,4.292694,4.99513,5.299604,5.494775,5.70401,5.257826
hsa-miR-193b,6.740366,4.346632,7.3032,8.005309,6.639733,6.354837,6.053236,7.990386,7.371093,7.195237,8.843403,7.596962,6.23547,7.155624,6.074913,7.001847,7.260775,7.441315,7.609319,7.212936,7.222083,7.029871,5.543982,6.708218,6.341133,6.969151,6.623548,7.065467,5.800041,6.031859,5.836679,7.750175,6.308116,8.410686,5.309968,6.305714,4.843101,6.080085,5.371151,4.49317,5.83251,6.213161,6.122731,6.096025,3.975324,5.056223,4.730239,4.409776,4.368402,4.075778,4.044693,3.839274,3.751368,4.549258,4.29651,4.590079,3.800578,4.937141,4.193027,5.377027,4.951844,4.649633,4.465305,4.436583,4.498037,3.967688,4.26122,5.603685,4.430327,4.81589,4.381965,5.325175,4.588624,4.358055,4.868472,5.421123,4.857758,4.356188,4.254935,4.125768,4.108882,4.339677,4.302117,4.702716,4.281993,4.36239,4.944727,4.058051,8.070127,6.352268,7.952563,7.444486,7.891675,7.931931,7.892878,8.239041,7.709767,7.560983,6.495643,8.565372,8.222498,7.694583,7.879875,8.440429,8.244521,8.714652,8.260077,7.544783,7.596097,7.692218,5.808617,8.731307,7.752136,8.348186,9.054255,9.282337,8.406806,7.340829,8.234043,8.218846,7.118126,8.700133,7.658136,8.333117,5.584765,7.87679,7.468592,7.767855,8.017479,8.097017,7.834295,8.094643
hsa-miR-194-star,3.78648,3.744471,4.276703,4.776491,3.969335,4.07404,4.530708,4.199617,3.405683,4.452847,4.329261,3.965119,3.991538,4.452251,4.176432,3.737956,3.674602,4.089764,4.324597,3.956393,3.700963,3.960155,3.907098,4.040729,4.263112,4.145274,3.889013,3.924635,3.519721,4.237245,4.585747,3.922981,4.277305,4.431272,3.092025,3.08534,4.576497,3.978063,4.375964,4.165411,3.473954,4.018617,3.85761,3.776337,4.373923,4.5145,4.730239,3.718688,3.564655,4.539143,3.79324,4.34082,4.273083,3.810885,4.244978,3.671427,3.800578,3.48107,3.914006,4.061485,3.701739,3.835468,4.514335,4.045551,3.800312,4.30975,3.827503,4.509995,3.987261,4.274569,4.314329,3.861355,3.952915,3.738782,4.07534,3.980243,3.514905,3.827883,4.00229,3.479586,4.064174,3.891715,4.420072,3.793504,3.84719,4.146862,3.809754,3.891749,4.247688,4.305034,4.388804,4.371603,2.962822,4.401301,4.468554,4.457997,4.501432,4.051334,4.445174,3.787418,3.897206,3.880024,4.511532,3.979915,3.844275,3.523563,5.067008,4.371192,4.189693,4.437635,3.439341,3.902269,4.323252,4.130046,4.536993,4.389674,4.034758,4.198368,3.895,4.844853,4.594261,3.70581,4.119831,4.979353,4.220727,4.314266,4.10509,3.792373,4.010215,3.892053,3.760747,5.071997
hsa-miR-194,11.41066,11.14586,11.32433,11.56232,11.00105,11.30517,11.14166,11.28328,10.96404,10.71681,11.3623,11.17492,11.18864,11.13159,11.10081,10.89152,11.30912,11.05773,11.43483,11.03211,10.93253,11.06729,10.98995,11.15704,10.85138,10.75875,10.95793,11.18734,10.51476,10.98934,10.85521,11.28074,10.42142,10.88472,10.54051,10.65634,10.51665,10.3062,10.99707,11.10868,10.53966,10.82474,11.02354,10.77473,4.020617,5.165994,4.974466,6.336101,6.273129,3.781988,6.447633,4.755772,4.140988,5.003429,4.44413,4.81363,5.13945,4.878488,6.64136,5.386183,5.767303,5.132966,5.193486,6.324152,4.925923,6.106309,5.002654,5.326363,4.10846,4.074739,5.969586,4.829335,5.394022,5.002461,5.48872,6.585372,7.108231,6.14078,6.609948,5.720757,6.45436,6.532696,5.688863,4.741136,6.650338,6.297052,6.315773,6.96806,11.04068,11.19901,10.99279,11.07233,11.19725,11.08508,10.84626,10.99877,10.31008,11.03465,10.95087,11.10353,11.02447,11.2285,11.37042,10.86341,11.12776,11.10606,10.99224,10.73267,10.73751,10.82431,11.2055,11.17644,11.18994,10.99533,11.54773,11.51451,11.14245,11.15455,11.39688,11.34688,11.4565,11.13291,10.78366,11.30133,11.46146,10.97373,11.17982,11.0142,11.49778,11.25569,11.07254,11.27891
